Actor;Inner Positive;Inner Negative;Outer Positive;Outer Negative;Own
50+;0;0;0;0;0
CDA;10.50212891594548691397510067;-19.54727652347750561230704669;13.03259970542169673061073756;-48.52475732933483082182773102;-3.377758463012440802926602322
CU;11.54386782535916604074979779;-29.37141366134955869997985142;25.36382550059444520310644210;-20.03813754506135242774129375;-2.623250191796843148896365754
D66;5.553544463464259016406202456;-38.22877609116935771778315175;9.388361320656267863889168510;-42.99470174285216428094841599;10.07820394892005582851057148
GL;5.078393755022974456702715174;-42.94641223251130012848787288;16.91963616715610001415901563;-26.52564974916882623317935496;1.128114800691483182304789040
PVV;7.982299868603131433892636826;-31.14170248271412454180496518;5.857217324423226606379667342;-39.03945780324618823796512416;3.893186478117786711987963820
PvdA;9.424251386036768646286541526;-26.34075269481427019985395494;4.975535566642398308999226160;-60.30442859363664761097629328;8.308711217314223219795559542
PvdD;2.532013970123239323483445192;-34.15830982176920579216703382;10.82831349165014503560546786;-16.75285721466225396629634888;5.703890190060823305162249774
SGP;1.570882724512550469975925810;-26.06838322599542327563875771;6.243790543047179350490331943;-36.69280378298273346127089052;2.984519867811490871558188499
SP;17.55510490643349557556685609;-28.39750774744115635768976932;11.19701608843130837324837445;-27.36804673304751814842853418;-3.009868496223723011349212552
VVD;5.901528097908792121429999326;-15.40177484244402051380391044;7.999280312239492377186702138;-39.52382480918094232090524547;-0.1405199935503265864341872840

Connections
first;second;inner pos;inner neg;outer pos;outer neg;own;ally pos;ally neg
huur;bezuinig;0;-4.683460684644228523964306728;0;-26.79539606686013139257213419;2.191710163464546022306315903
AOW;Europa;1.911811678054787140851512474;-9.569457580831045063864661857;2.777135485928749713389437844;-3.389255073022911419861518303;-0.0718783567624082301412408105
vreemd;ontwikkeling;0.630120830378502981804887194;-1.745128258485725384471930328;2.339485126335282303556670152;-3.796350229623397234603200590;-0.4342029325471706716994767495
duur;ontslag;0.1970611019021866645127272445;-1.063136364884065870732528491;0.2020290288408972526937203370;-4.760929982930980340118410282;0.8147400179485364616828723000
zorg;ontwikkeling;0.7185036858484621812536977970;-4.001318748426811090132332331;2.305793424143217161584226122;-7.883230531339027582934983317;1.260742059490574050057009688
AOW;zorg;3.932605246682812201816096173;-22.19772170131503593478874408;0;-11.28380662608657130033409929;0.5075206849885652389440072600
AOW;belasting;0.372434293900750327305420542;-6.639544989574469349042869247;2.362922559238800363666040579;-1.048053218391289177052648208;-0.4137145596939209737967530630
zorg;belasting;7.734416216357926526448929784;-31.76918894979850341761750176;0;-7.307926871479863313688456495;0.256565924862342753520749737
vreemd;duur;1.724423809341522804996946405;-4.236608077923844856044387388;13.94510338118657412442382440;-18.74495620373331647681862303;1.490232012755097488487518792
AOW;duur;1.101359777760084576868718324;0;2.544663949887928616437957432;-8.599436802922623156262748432;0.7499383272773997580755907470
hypotheek;duur;0.5449131640037309382796603290;-1.650755099970441822286523172;0.584323938761333471696909897;-5.994759065446239188717778452;0.753005478135323307571612470
huur;ontslag;2.232653624118265252782692586;-1.457931555041241910344581778;4.418877094710090692103260695;-4.365261826435272106784218284;-0.2810613766315819759888230745
