Actor;Inner Positive;Inner Negative;Outer Positive;Outer Negative;Own
50+;0;0;0;0;0
CDA;14.54169184566446807262299839;-37.90331702049896028058611460;22.53095135488574953750412037;-105.2380969209277259511464366;-10.31194354418622993686828448
CU;23.89406161040679331806871437;-50.33086679747483870395794532;35.34907969913127407838494624;-68.64483863518390181569901299;-10.98908141871085944789288170
D66;31.20642316196610602507390523;-34.52966576376054365273751651;26.40549556539097543871140903;-76.85285523286390035607888926;18.10407824237306703577898396
GL;27.19840740115827430690100015;-37.82464501793786951291762133;19.27442596596145457652998444;-73.32121812370536777786636162;11.97961052658742729363656332
PVV;23.42908564727863777190974267;-77.37086562377180078291885581;28.08026747761204239705548671;-31.83769907513275768216684356;7.352175830486363857325502002
PvdA;15.65908448212575045933013243;-65.44181886752735413548689350;37.66347112733403168672707586;-66.30580268369426010781192633;5.887587365972228969514855260
PvdD;1.563995830727007241593236729;-21.61095960038914381416060151;34.94811034922993575786908734;-48.64530981884512307803805796;4.809577469414294874675328791
SGP;5.155639610820019319215715392;-52.50393309643771636991352309;20.00068034359918147773983037;-44.17338809871987702574745164;7.549493610498643290668626038
SP;31.65887146698507272790649045;-49.55031532784297605538987402;26.74676606675259690080874706;-30.88708295983364325208964929;-0.1888008254001062219240628380
VVD;28.56428999614431965092559202;-42.48514473445913599837629342;15.39688849632596625571962080;-38.62362456001860871122127841;-13.12251528032895164964879232

Connections
first;second;inner pos;inner neg;outer pos;outer neg;own;ally pos;ally neg
hypotheek;huur;0.5050394805725534623813312075;-2.723815242605740298171303516;5.828239864577817851138965418;-9.135055614309367284006371660;1.144646608893835321600537434
vreemd;belasting;0.0943201829333739153406786500;-0.036513650591273500115251941;0.514895424865795308335180263;-2.114472953465390643088165354;0.3200701289706295159921391040
hypotheek;ontwikkeling;0;0;20.82086140451868363819244549;-11.63775061351473628742341098;1.347115096827102980419074779
huur;bezuinig;3.621913290756484891564840560;-17.64417180211259189861136831;5.622351508665711014044205135;-10.74849130493083716207975030;0.484401394014171380227981519
Europa;ontwikkeling;4.030392933347888578256832818;-0.9922327633035420181011073650;5.524350722612991140337620757;-29.57640768160577626156617420;-0.1357511103385027038079552350
duur;ontslag;0.7649990934736159908153056345;-1.389827534730699615574903728;0.755996816141486488557574475;-2.560727065885824139859674359;0.0516566419819858735351658645
zorg;ontwikkeling;2.340386085477074207767836569;-13.72247082106300693980184166;12.78467112767207953336865132;-12.93772026957200076012491541;-2.660889061265519645700703218
AOW;zorg;6.989664894850206128496121431;-7.964294544953114575343238657;5.426534992693613421516302544;0;0.360729625636196293905324096
AOW;belasting;6.083292784860801715007599998;-25.94607810160261570620548773;3.913746292561024667441236203;-7.111250014295905104452393582;1.083272508201900991742913647
zorg;belasting;6.519259727292848994912182367;-20.42572017466112989945105402;0;-11.27796307665763714730022387;0.261222159744547988147189700
vreemd;duur;7.892770077229326039759655722;-15.58475572140294938076260086;5.740700196290704959630557657;-9.710482959628470554918360322;2.920118412490357079636032795
huur;ontslag;7.694944176454744405767064552;-17.89910200019245352330375555;3.556087234432444849584978307;-11.04102601298267738441817544;-0.5082452907147571122413727025
ontslag;belasting;19.51354549631773702442977758;-23.46521771563665728783578462;5.744168036326288160385669886;-39.42226276028697931266212489;0.9479108575256815481399044230
hypotheek;bezuinig;10.38886365122681159886649889;-8.486325754480408026051527240;6.439802706380558816895918362;-26.14810388468124274761810354;1.377081680100501393034084270
huur;Europa;5.344158597961722422550586126;-35.86052564141736872102365357;1.351149955532179204754749306;-4.601367850766587431061900426;-0.0593498414417069825955509515
huur;AOW;6.952071615469592361123845905;-3.456674861403625852662011643;3.522156580115261690808352721;-7.360589392350580917045046753;-2.087740334250303474348127246
AOW;ontwikkeling;0;-27.15977269220340447057677988;17.64000753972429980702946395;-55.28913044741728700238182502;1.973693216365437728753756630
AOW;bezuinig;8.906859834112630542120086516;0;0;-40.66976673015690266342856301;2.378680818514476000338968648
duur;ontwikkeling;0.831787601678820617372810526;-6.202725218180948172433822651;1.468651946487733188500229342;-3.635871943036706176584474924;1.094989826219638060126906902
zorg;bezuinig;0.557057397728508134599574784;0;5.295384965899856764419004403;-3.628444604192603852212619447;0.3089652006826658786721785325
hypotheek;Europa;0.234620044570664266398400253;-3.621392958940141152170292645;8.056990326840871485600139200;-16.49073727998643111978774636;1.672809528998271430872116810
vreemd;Europa;0.5643902520320740078441771985;-1.054515955907329845466774252;3.451596807563672424828860564;-0.895277326049706183273434170;-0.0374325825045954115260494900
belasting;ontwikkeling;1.109479602339849756315198220;-2.515310369289133406203819748;7.227287998487575124361925614;-11.36084626565293429993263981;1.040204791552659868880268354
hypotheek;ontslag;3.419018942104231966783775982;-20.99129477059194489581520100;6.847057889542040599142266233;-31.25589324577225157209848819;2.173053304756915143374398427
hypotheek;duur;2.893053921186562257439990296;-4.136650955200106322440832953;0;-1.823238692203202341135731215;0.663000180993863474920857490
AOW;vreemd;19.42512217963178039284080583;-5.160489586313255524422735292;7.947515130459736307046057790;-19.97974740395765099898209928;-2.047503745819485670347184755
zorg;Europa;5.578150201898283346371612334;-19.19670994417845232359199845;6.193653917220809190388817657;-9.784298461221401308970113629;2.233033342749848935382266045
huur;belasting;8.553757634223602857850288257;-3.938380362717433171734927598;4.935851913805331254636667430;-13.37299853393751661201865426;-4.350422278333191617089390668
Europa;belasting;2.167992763765875528058652346;-4.446353301835832609661151321;9.270197807446158660719972740;-13.60586249335007643061540196;0.8510356465214673713405306625
