Actor;Inner Positive;Inner Negative;Outer Positive;Outer Negative;Own
50+;0;0;0;0;0
CDA;2.454527885136266774596703407;-29.42155529049466859814982361;3.487300409141507262140164492;-43.19657881983785774443580375;-3.023571233226928656377256929
CU;1.117864420635129116958328443;-34.83767227135553060005004194;15.99957376601105473280589786;-34.28980358910560661006991360;0.9009513507688588336991987435
D66;1.665017637741674531659600971;-43.44349031901018459754307142;5.720400156481653509943738387;-40.98682923444978274221754512;11.58133302418731213872734454
GL;7.675773130256193731451122652;-26.30437205508746774265495135;21.69086187982542213336588466;-36.93135054418806514426509627;1.341991577391729047726850973
PVV;8.023550650757089379258772235;-34.57064503060575463191967488;13.50264862698150593001088513;-19.61967769269381361652612467;3.245756219546114168808884292
PvdA;1.575091229280100572335740299;-41.42896660163372546007274219;22.67700087536795394777248259;-30.55909505336177823263005598;-14.42130849930416829492972932
PvdD;4.133116755219579780600912212;-15.83478373786359321700533556;17.26355415218395496293632717;-24.30650110716522696372057652;5.325278846751037831887232862
SGP;4.842568226557560110424277852;-23.71333922335241240673681741;5.892109180684007608027825163;-34.64756110208874047391098038;5.387706882654884584341398555
SP;4.994756332621542289319590444;-20.53479125010300607662108087;10.83293914389469329255461464;-27.78542350262637625929624189;12.30861608761611652985279098
VVD;7.007588490895380167248913862;-27.01429018583906518568555924;11.13956595147630240720396621;-28.96202613062610387114888688;-3.738372568663276250171633129

Connections
first;second;inner pos;inner neg;outer pos;outer neg;own;ally pos;ally neg
hypotheek;huur;0.5097065335298974550683408495;-0.7712852644595486397195724940;0.5400057253551322251789063235;-1.156483813781070784831887540;-0.0166071309016789346999593670
vreemd;belasting;0.233767824019934544493749698;-2.862596676659958454353057511;1.155909375013679209858094706;-3.609375202867789366983495169;0.785459888706980069498998947
duur;bezuinig;0.9675879377931745080279090595;-2.055913053418653475002916631;0.935457891878096997115079214;-8.429447099267351527126419599;0.6079817263920920413799347635
AOW;Europa;0;-7.127393283235372074474750321;6.616702912246151752286424067;-14.51249692932059553829261484;1.058760730860337541613786170
Europa;ontwikkeling;0.8795993583273434588526490435;-6.713847086730311961792732383;6.521075909155560100564582688;-13.88807461737317514998142428;0.9460155584976812610085720265
zorg;ontwikkeling;0;-3.293669100633654255198766466;3.104763569487975642865206535;-14.41412716672360583513271764;0.584820917893996258826067854
AOW;belasting;0;-10.24981696645377903441346281;0;-10.85598365660032620801629769;-0.569964686754819737833417806
zorg;belasting;0;-7.619804384741476161476003398;4.570649175343352141579710732;-12.28421851590662843193083416;0.298567899455091096465771303
huur;vreemd;0.6710978223193467074831208225;-1.828622158340202210422068808;1.098142722662878489215745582;-0.781806098243352082253691190;-0.268499468128570392684055120
huur;ontslag;0;-1.270090784192217611220739112;3.367977410732931712619062983;-9.392285133550752107672431133;0.4029463350241977139422572500
ontslag;belasting;5.471353809574059025732610578;-42.50736970033980156570788028;11.02332330560029881990499346;-12.59404533742431322987262022;1.154584862371990277104522946
hypotheek;bezuinig;1.505547287564240516975292786;-13.50392197303417659750392244;0;-2.428969878945650924478552654;0.728114916377375358666616604
huur;Europa;1.456958701423983300246080099;-1.779834622037431944139820334;5.278962354343606653298681111;-3.443967749679894853000319939;-0.275343761967343289511064735
huur;AOW;0.8526849331891304095349386275;-3.229002054709453160693901644;2.245829014757129121850398690;-2.375653880391772889370556420;-0.1779797389015232081902105505
AOW;ontwikkeling;1.273812514704378149896471422;-5.573270426493234591036095927;0;-5.131060636838464240371635300;0.4948469257133530852329491200
AOW;duur;0.345457471772244590164903324;-4.041902630518933111330586264;1.286048861958475342962899006;-3.165310572244821389587296251;0.3922434013647018165831941260
hypotheek;ontwikkeling;0.1544199374517757171111201810;-3.436659446575762851318896883;0.7983318416717652887958402005;-3.296268819431587800493581842;0.3149929393023601654409164990
hypotheek;Europa;0.666707820257973793605562219;-2.727255184598408351170917517;1.397467305164783847065790876;-5.648434712425562715142140021;0.598824489027130432212423297
duur;ontwikkeling;0.178178427589398102911779508;-0.5365776143634009495916558280;2.774701867112928304445041235;-1.937489738605068382830418813;0.089751591609360664706587258
belasting;ontwikkeling;0.6013467600893936180114221995;-1.042884745285313705779715990;1.731822910961917987016356582;-4.510351029586668993367653953;0.052572006825029653460157750
vreemd;Europa;0.5084702702560189257593206215;-8.401547893773638467986205199;0.068445326403121510561479463;-6.921176523584397075958414714;0.2751376391066014300881457500
hypotheek;ontslag;2.099745077580858792412922271;-14.97895996699476147466095847;1.948668184624565553130140371;-6.108949271945537430278094816;0.3094773161377894122578857525
hypotheek;duur;0.3521063102039477477159819540;0;2.279034092206142805891630058;-4.938402426657900056573519106;0.4962173316798250959372910305
AOW;vreemd;2.090109599298464726880982155;-9.062171324974887712468945446;7.144337245184727049781479390;-8.671663487097848201943471442;0.376492160932543340479128344
zorg;Europa;4.374906436924309396945042388;-29.95195095403790275151056178;0;0;1.492600339438976056285476328
huur;belasting;1.366867095839072816235580446;-2.854471449458207971360191760;4.376344912127284552331766807;-7.823788848949603557941182447;-1.470930964649789481404980055
huur;duur;0.6744307234423739998568857680;-1.779298774132987130891844818;2.131673784248301671171962829;-5.786213596906424234995521584;0.1949620074970286142690317340
Europa;belasting;0.645086183759741240507374740;-1.648553580719338725741068816;0;-5.097445726572072939695529867;0.6661674315950269019618641270
belasting;bezuinig;0.276534582250364316178637520;-1.287222405834793884796093350;5.681358233183544472373367288;-6.628216673226746216116247389;0.5554127381206237150953999770
