actor_name;supply;gain;highest;actor_name;supply;gain;highest;supply;move;y;demand;supply;move;y;demand;dp;dq;nbs_0;nbs_1;nbs_0;nbs_1
CDA;duur;1.252802648949085972951422718;True;GL;hypotheek;0.589802467955222498030565248;False;70.30000000000000084932061384;18.50051723660973781387045348;88.80051723660973866319106732;98.09803653846799437642361890;63.99999999999999911182158030;-38.99999999999999827915431183;25.00000000000000083266726847;25.00000000000000083266726847;2.313312798350406485070607232046313583850860595703125;1.2054548745342972271288317642756737768650054931640625;72.89497460472467181522410634;74.10042947925896904235293814;46.67123357346450557321211156;44.10966557613896839535659775
CU;ontwikkeling;0.9062035000630771164331633824;True;PVV;belasting;1.401977453509568638523319350;True;70;-21.41999384419662242876736225;48.58000615580337757123263775;11.82099971741627790587542408;37.19999999999999873434575193;17.80000000000000126565424807;55.00000000000000000000000000;55;1.1241887608129259579214931363821960985660552978515625;2.046157743239348736352667401661165058612823486328125;57.58355380570845439156404517;55.53739606246910565521137775;39.48778079330622120967345913;40.40576109735636401580575073
VVD;ontwikkeling;1.404241744009336390064390799;True;CDA;zorg;0.545564751627176214299197455;False;50.50000000000000141553435640;12.55229571838489555859161070;63.05229571838489697412596710;70;54.00000000000000049960036108;-39.99999999999999972244424384;14.00000000000000077715611724;14.00000000000000077715611724;2.09759049840229128136570579954423010349273681640625;1.20897426138181440791186105343513190746307373046875;57.58355380570845439156404517;58.79252806709026879947590623;52.77222687372871736871352279;48.54761298818091150031440304
PVV;duur;0.6085300782592082624589124864;True;GL;vreemd;0.911330004798938086985060636;False;34.00000000000000188737914186;33.97708897704476747142929250;67.97708897704476935880843436;98.09803653846799437642361890;18.00000000000000099920072216;69.99999999999999833466546307;87.99999999999999933386618523;87.99999999999999933386618523;1.618258500027164092927023375523276627063751220703125;2.322038741916494064554399301414377987384796142578125;74.10042947925896904235293814;76.42246822117546310690733745;48.35956466732934223125362578;54.20382334018384978045758489
D66;Europa;0.8996584578365075968164887853;True;PvdD;vreemd;0.1178131518560626700420357338;False;3.781607963080667083476005245;8.619928553202252419603968886;12.40153651628291950307997413;70;59.40000000000000163202784620;-20.20000000000000056621374256;39.20000000000000106581410364;39.20000000000000106581410364;2.71255119473815131669880429399199783802032470703125;1.015882139697989128279687065514735877513885498046875;49.82289025779846913112537122;50.83877239749645825940505827;48.35956466732934223125362578;47.99124501080711464429831931
GL;Europa;0.098976749447661527270270199;True;SGP;duur;0.6577031230054205535040523500;False;26.91424992838816635727837163;27.04764583628295501762153080;53.96189576467112137489990243;80;49.00000000000000133226762955;49.09803653846799304415598935;98.09803653846799437642361890;98.09803653846799437642361890;1.294637000429625484088091980083845555782318115234375;1.771842533141074316205276772961951792240142822265625;49.82289025779846913112537122;51.59473279093954344733064800;76.42246822117546310690733745;78.63001650799140181822538458
GL;Europa;0.864808488726075652586189335;True;PVV;duur;0.6965433384735869815074238428;True;53.96189576467112137489990243;27.71510816612056492202910906;81.67700393079168629692901149;85.99999999999999922284388277;67.97708897704476935880843436;30.12094756142322501761518454;98.09803653846799437642361890;98.09803653846799437642361890;2.343666925601186168393041953095234930515289306640625;1.81556678746006827651626736042089760303497314453125;51.59473279093954344733064800;53.41029957839961172384691538;78.63001650799140181822538458;80.68852149728325480590419953
SP;belasting;0.9608681784276045245718478327;True;PvdD;ontslag;0.8642778177112990789510149630;False;9.600000000000000532907051821;13.46501248144913909633225204;23.06501248144913962923930386;48.90000000000000021649348981;53.80000000000000132116539930;-42.60000000000000069944050551;11.20000000000000062172489379;11.20000000000000062172489379;0.7905761899902075118262700925697572529315948486328125;1.967513822845636806135871665901504456996917724609375;39.48778079330622120967345913;41.45529461615185801580933079;45.39408860975329224011872204;44.06217017399904702859330023
PvdD;ontwikkeling;1.199101853151143082243379467;True;PVV;duur;1.045327484246133908918352517;False;77.94118022385144897245285704;-64.62977377111101842726824474;13.31140645274043054518461230;11.82099971741627790587542408;98.09803653846799437642361890;1.90196346153200562357638110;100.0000000000000000000000000;100;2.2198726932462164995740749873220920562744140625;2.274443013581906480879979426390491425991058349609375;55.53739606246910565521137775;53.26295304888719917433139830;77.27551833593301886745732060;77.40550100885625549242262269
VVD;Europa;0.180369823016883867872195424;True;PvdD;hypotheek;0.3181702139053842248728187769;False;46.79999999999999926725280375;10.03623392301360626974123739;56.83623392301360553699404114;70;51.99999999999999900079927783;-41.42772666168642318455228385;10.57227333831357581624699398;10.57227333831357581624699398;1.270876765213994286085608109715394675731658935546875;1.46709014848058671987018897198140621185302734375;50.83877239749645825940505827;52.30586254597704497927524726;46.67123357346450557321211156;45.08654745473301269819064748
SGP;ontslag;0.7096146698229411242664355082;True;VVD;zorg;0.8827681011223444507152180448;True;43.90000000000000160427227058;155.0938426055865884950407664;198.9938426055865900993130370;83.99999999999999911182158030;14.00000000000000077715611724;24.88804941897152466105258135;38.88804941897152543820869859;60;4.625718631904357160768241841;5.550862358285228592921890209;45.39408860975329224011872204;50.94495096803852083304061225;52.77222687372871736871352279;61.32183449807718615280326523
D66;ontslag;0.7137271285239480234086073547;True;CU;huur;0.5834903304295058878992108475;True;68.79999999999999937827510622;-11.73776879891148148368926034;57.06223120108851789458584588;43.60000000000000019984014443;32.99999999999999905631042907;12.60000000000000014432899320;45.59999999999999920063942227;45.59999999999999920063942227;0.97949862153582534229911971124238334596157073974609375;1.500445813913593884336705741588957607746124267578125;45.39408860975329224011872204;43.89364279583969835578201629;36.94915925484700390978399324;37.60465923626736113178803694
CDA;bezuinig;0.580404616368323900132963900;True;VVD;ontwikkeling;0.4926256176965598587713657257;False;68.34094291700996791114057550;11.53505639053244039739231262;79.87599930754240830853288812;98.84658277117654747989818875;63.05229571838489697412596710;6.94770428161510302587403290;70.00000000000000000000000000;70;2.05947112109829078008260694332420825958251953125;1.462682295706529078671565002878196537494659423828125;79.18404964142685366989332499;80.64673193713338274856489000;58.79252806709026879947590623;59.46169614921745318079391143
PvdA;ontslag;0.645541274082014937540918709;True;PvdD;vreemd;0.2609885508160034284230732737;False;21.40146354216865804941266390;13.78620450611848933986340068;35.18766804828714738927606458;53.80000000000000132116539930;39.20000000000000106581410364;-3.20000000000000017763568394;36.00000000000000088817841970;36.00000000000000088817841970;3.335766787754347983963043589028529822826385498046875;2.3203547709171825630392049788497388362884521484375;45.39408860975329224011872204;47.71444338067047480315792702;47.99124501080711464429831931;47.93289734244715779723661421
D66;Europa;0.4994052305230612054387506764;True;PvdD;zorg;0.5392934982880168925944985855;False;12.40153651628291950307997413;13.11462503769698071209283487;25.51616155397990021517280900;70;59.39999999999999830135877233;-21.79999999999999732436251066;37.60000000000000097699626167;37.60000000000000097699626167;1.163357162650648479740311813657172024250030517578125;1.545594405151194283831728171207942068576812744140625;52.30586254597704497927524726;53.85145695112823926310697542;52.77222687372871736871352279;52.11424965232273297915441611
D66;Europa;0.9513348002319263696513473864;True;SGP;huur;0.9876985387579343855790625643;True;25.51616155397990021517280900;15.12920407277153761115302264;40.64536562675143782632583164;80;30.99999999999999894528812660;14.60000000000000025535129567;45.59999999999999920063942227;45.59999999999999920063942227;0.868046988909478844931300045573152601718902587890625;1.7830180506153971986549322537030093371868133544921875;54.15620933578872685944206322;55.93922738640412405809699547;37.60465923626736113178803694;38.08512979284778869586064530
SP;Europa;0.7356361073536581418608193412;True;D66;zorg;0.208580003195593688403164379;False;55.99999999999999866773237045;-20.87194634013621133830437793;35.12805365986378732942799252;3.781607963080667083476005245;37.60000000000000097699626167;45.17771627547678481991141302;82.77771627547678579690767469;82.77771627547678579690767469;1.59471189693640713613831394468434154987335205078125;1.55868038947185727494115781155414879322052001953125;49.82289025779846913112537122;48.26420986832661185618421344;52.77222687372871736871352279;57.10834299190189781199578164
PvdD;belasting;1.244992391519323637893990053;True;CDA;duur;0.2358280263656960418217067854;False;48.90000000000000021649348981;-22.12402113785808972695778107;26.77597886214191048953570874;-0.51778986345803384802869276;88.80051723660973866319106732;11.19948276339026133680893268;100.0000000000000000000000000;100;2.04680587208614550576157853356562554836273193359375;1.165788644937524320965849256026558578014373779296875;39.48778079330622120967345913;38.32199214836869688870760990;78.61095588339055271955145449;79.34069067494958180905772973
VVD;bezuinig;0.8444360527800212512516964129;True;PVV;belasting;0.1603568877833835504276294159;False;98.84658277117654747989818875;-2.894872413157687799090410066;95.95171035801885968080777868;74.45945945700000060762206083;55.00000000000000000000000000;4.53163863821343291615006575;59.53163863821343291615006575;59.53163863821343291615006575;1.54387126324980794578323184396140277385711669921875;0.605608982383117666614680274506099522113800048828125;79.18404964142685366989332499;78.57844065904373600327864472;40.40576109735636401580575073;40.63946643527504614766858377
PvdA;bezuinig;0.442378047529875595422765855;True;CU;zorg;0.5507373941118464344413041544;False;84.16947594036132359831552026;-9.691291204586374359189839781;74.47818473577494923912568048;54.72975676;52.40000000000000124344978758;37.59999999999999875655021242;90.00000000000000000000000000;90;1.2869838506485340445806286879815161228179931640625;1.883133544839477924170978440088219940662384033203125;79.18404964142685366989332499;77.30091609658737574572234653;52.77222687372871736871352279;54.50500151126768483474668534
VVD;zorg;0.8601517494550142473030973632;True;SGP;huur;0.6854420292728870434117993681;False;38.88804941897152543820869859;9.159752217270248341130061969;48.04780163624177377933876056;60;45.59999999999999920063942227;27.85983510958439422013260673;73.45983510958439342077202900;73.45983510958439342077202900;1.1200752963621087854306779263424687087535858154296875;1.702441030302532798401671243482269346714019775390625;57.39794550563307452948176464;59.10038653593560732788343587;37.42962981142743147385660161;38.34646751562886646110832793
VVD;duur;0.806482120524417434026531737;True;PvdD;zorg;0.9792954163560059432924731484;True;48.20000000000000101030295241;13.65834444249514935038134993;61.85834444249515036068430234;100;37.60000000000000097699626167;-23.60000000000000019984014443;14.00000000000000077715611724;14.00000000000000077715611724;2.201195551726504273659656973904930055141448974609375;1.957656460049060687111932566040195524692535400390625;79.34069067494958180905772973;81.29834713499864249616966231;47.88963576677492711075529636;47.17733015094092556805085645
