Actor I;Supply I;Actor J;Supply J
GL;80;80
nbs;50.84091350762240100618851816
CU;100;100
SGP;90;90
SP;90;90
PvdA;75;75
VVD;0;0
D66;85;85
PVV;0;0
CDA;10;10
PvdD;70;70
