Actor I;Supply I;Actor J;Supply J
pvdd;40;40;58.00000000000000099920072216;55.81000000000000033972824554;66.06700000000000080718765006;52.25381292816700993606579998;59.81268251042055344139490454;68.32448150121796857071923085;57.54898153085465247497132306;63.07460579419782269804768233;61.17643962899609164663806030
pvv;0;0;10.16970815914180415681247431;12.81378010599885177774661292;20.02304309389003379273453822;27.32211458205741301963764052;30.71331014234755692932482497;32.40614826667358357876089970;35.55919288647914909066876815;38.41134689215033975444098938;42.33480521917419539371993781
gl;75;75;59.99999999999999916733273154;50.03394163182835961200130684;58.02715330546268813331342751;50.42633126314815684326726778;57.34106501051852585845864500;58.86609712132650070825235513;64.09287769706120085674649110;58.38614073494479018674340798;63.55887792744577357445117740
nbs;61.61579197484940592563332300;57.71612806582318497359044493;57.04999359962273828831052002;56.28093178067919546541969636;58.10943470124412633915974061;60.23047063340498814331592791;61.58454756946524888371927034;62.20436463333483406335204434;63.01238549016249267907391011;63.88974319235921036030679871
pvda;65;65;50.69999999999999920619053739;59.34599999999999986077803271;49.10891162331974671423855931;58.01751496109427091575715349;64.96622556455839968414575498;57.43058417167201385977302139;62.71531849288146070163830601;56.74738524352538621124690573;62.79792236338873683234790745
d66;85;85;85;85;85;85;85;85;85;84.24982669744970568955927218;81.10758494643169967940206428
sp;10;10;21.20000000000000062172489379;30.13200000000000103050901146;38.20702655018046525551290567;44.57857894890197073430258358;50.23757789605569514563776825;55.10431699060789809540677058;59.28971261192279259438595200;62.88915284625360183098098992;65.87964718542105653718773296
cda;90;90;70.19999999999999890087920562;61.19695395211993722297585289;50.55265570597329783414817040;59.14363534556404077165499299;58.64652711784021182724255082;65.14506723079265809143552617;59.66236353717684144675138022;65.23664355899793663790077787;65.23664355899793663790077787
vvd;100;100;83.79999999999999910071935006;72.53199999999999874900069586;64.89999999999999873601108648;59.99138723869301193303348787;56.26425291164945923484727647;61.62234500399443112285196882;60.43855118743392557367742809;64.85961197369581921583366495;63.69438715072063392591444733
sgp;90;90;90;90;89.60256315865849083692840945;89.60256315865849083692840945;88.18534581307860229747678880;81.45210381353313453478937817;75.57974207355940941390819155;71.44122365409994151271349875;68.04690209511960197953857776
cu;80;80;80;80;80;76.28029147770535254873925486;76.07642681491658310708600996;75.96772907533188552944664017;75.96772907533188552944664017;75.96772907533188552944664017;70.58978202861556648701096228
