Actor I;Supply I;Actor J;Supply J
GL;100;100
nbs;66.61897959562282512767643465
CU;90;90
SGP;25;25
SP;65;65
PvdA;75;75
VVD;30;30
D66;90;90
PVV;0;0
CDA;55;55
PvdD;100;100
