Actor I;Supply I;Actor J;Supply J
GL;80;80
nbs;57.43659631394382899320881274
CU;70;70
SGP;60;60
SP;80;80
PvdA;70;70
VVD;25;25
D66;70;70
PVV;0;0
CDA;70;70
PvdD;100;100
