Actor I;Supply I;Actor J;Supply J
GL;70;70
nbs;53.88523134505072180041496943
CU;30;30
SGP;60;60
SP;100;100
PvdA;90;90
VVD;0;0
D66;20;20
PVV;55;55
CDA;45;45
PvdD;90;90
