Actor I;Supply I;Actor J;Supply J
GL;0;0
nbs;45.20102140284642840033867341
CU;25;25
SGP;65;65
SP;10;10
PvdA;20;20
VVD;80;80
D66;20;20
PVV;100;100
CDA;55;55
PvdD;30;30
