Actor I;Supply I;Actor J;Supply J
GL;76.68918919;76.68918919
CU;54.72975676;54.72975676
nbs;77.96324294513661255911356687
SP;70.94594595;70.94594595
PvdA;86.14864865;86.14864865
VVD;100;100
PVV;63.51351351;63.51351351
CDA;66.55405405;66.55405405
D66;69.93243243;69.93243243
