Actor I;Supply I;Actor J;Supply J
GL;40;40
nbs;41.61925375546712808571343878
CU;50;50
SGP;50;50
SP;0;0
PvdA;40;40
VVD;100;100
D66;60;60
PVV;0;0
CDA;50;50
PvdD;25;25
